step,epoch,l1,l2,corr,reg,loss
0,0.0,0.002717378316447139,0.0013065757229924202,0.0005522608989849687,0.0,0.0045762150548398495
1,0.0,0.002692154608666897,0.0012932575773447752,0.0005898833624087274,0.00037907392834313214,0.004954369738698006
2,0.0,0.002852402161806822,0.0014372565783560276,0.0005023718113079667,5.954272273811512e-05,0.004851573146879673
3,0.0,0.0026861592195928097,0.0012802392011508346,0.0006107926601544023,5.3914245654596016e-05,0.0046311053447425365
4,0.0,0.002756434492766857,0.0013393922708928585,0.0005772829172201455,5.635568231809884e-05,0.004729465581476688
5,0.0,0.0025871251709759235,0.0011871062451973557,0.0005698084714822471,5.816996781504713e-05,0.004402209538966417
6,0.0,0.0026298228185623884,0.0012620455818250775,0.0005559325218200684,6.364988075802103e-05,0.004511450883001089
7,0.0,0.002594655379652977,0.0012126548681408167,0.0005562305450439453,7.289191125892103e-05,0.004436432383954525
8,0.0,0.00261415122076869,0.00120526400860399,0.0005686163785867393,8.331368735525757e-05,0.004471345338970423
9,0.0,0.0027301693335175514,0.0013079430209472775,0.0005665302160196006,9.37421282287687e-05,0.004698384553194046
10,0.0,0.002631323179230094,0.0012364336289465427,0.00056204799329862,0.00010624762944644317,0.004536052700132132
11,0.0,0.0026000584475696087,0.001229759189300239,0.00057730678236112,0.00011868000729009509,0.004525804426521063
12,1.0,0.0025682898703962564,0.0011862850515171885,0.000558018684387207,0.0001324644690612331,0.0044450582936406136
13,1.0,0.002589668845757842,0.0011851945891976357,0.0005737423780374229,0.00014468200970441103,0.004493287764489651
14,1.0,0.002591687487438321,0.0011974979424849153,0.0005976319662295282,0.00015363861166406423,0.0045404559932649136
15,1.0,0.0025472736451774836,0.001153641496784985,0.0005644202465191483,0.00015990225074347109,0.004425237886607647
16,1.0,0.002720328513532877,0.0013129686703905463,0.0004996657371520996,0.0001619948452571407,0.004694957751780748
17,1.0,0.0025878536980599165,0.0011900488752871752,0.0005634785047732294,0.00016107544070109725,0.00450245663523674
18,1.0,0.002682809019461274,0.0012724107364192605,0.0005613088724203408,0.00015330531459767371,0.004669834394007921
19,1.0,0.0025823526084423065,0.0012124592904001474,0.0005844235420227051,0.0001424142683390528,0.004521649796515703
20,1.0,0.0026135891675949097,0.001219779602251947,0.0005685448995791376,0.00013200596731621772,0.004533919971436262
21,1.0,0.002591043943539262,0.0012198567856103182,0.0005554080125875771,0.00012142131890868768,0.004487730097025633
22,1.0,0.002633084310218692,0.0012315072817727923,0.0005832553142681718,0.00011217474821023643,0.0045600212179124355
23,1.0,0.0027188435196876526,0.0012974871788173914,0.0005691528203897178,0.00010384619235992432,0.00468932930380106
24,2.0,0.0026099185924977064,0.0012407349422574043,0.0005775452009402215,9.804658475331962e-05,0.004526245407760143
25,2.0,0.002759458962827921,0.0013497950276359916,0.0004942059749737382,9.524285269435495e-05,0.004698702599853277
26,2.0,0.0026134869549423456,0.0012175983283668756,0.0005923748249188066,9.497257269686088e-05,0.004518432542681694
27,2.0,0.0027238286565989256,0.0013013632269576192,0.0005701660993508995,9.467917698202655e-05,0.0046900371089577675
28,2.0,0.002601336222141981,0.0011937562376260757,0.0005733251455239952,9.557865269016474e-05,0.004463996272534132
29,2.0,0.0026037744246423244,0.0012340672546997666,0.0005570888752117753,9.547878289595246e-05,0.004490409046411514
30,2.0,0.002565933857113123,0.0011690324172377586,0.0005635977140627801,9.528721420792863e-05,0.004393850918859243
31,2.0,0.0026251119561493397,0.0012310402235016227,0.0005702495691366494,9.31958420551382e-05,0.004519598092883825
32,2.0,0.002640386810526252,0.001237724907696247,0.0005877971998415887,9.02603569556959e-05,0.004556169267743826
33,2.0,0.0025814096443355083,0.0011999377747997642,0.0005614757537841797,8.708444511285052e-05,0.004429907537996769
34,2.0,0.0026125998701900244,0.0012110488023608923,0.0005591511726379395,8.343334775418043e-05,0.004466233309358358
35,2.0,0.002722947858273983,0.0013085328973829746,0.0005557537078857422,7.912908040452749e-05,0.004666363354772329
36,3.0,0.0025767534971237183,0.0011786256218329072,0.0005585670587606728,7.629663741681725e-05,0.004390242975205183
