suffx,PSNR,SSIM
deepcad,32.30381747535838,0.5577632784843445
frame1000_alphas0.1,32.62988758640697,0.6043055057525635
frame1000_alphas0.2,32.95403833309418,0.6464075446128845
frame1000_alphas0.3,33.2473498338655,0.6831890344619751
frame1000_alphas0.4,33.50156908119809,0.7141888737678528
frame1000_alphas0.5,33.70818385176158,0.739283561706543
frame1000_alphas0.6,33.85946118138827,0.758632481098175
frame1000_alphas0.7,33.94926924278843,0.7726072669029236
frame1000_alphas0.8,33.9734942973063,0.7816856503486633
frame1000_alphas0.9,33.931068720000575,0.7864701151847839
frame1000_alphas1.0,33.824047537032044,0.7875368595123291
